,index,id,Text,Annotation,oh_label,correct_text
9009,5.01140478646317E+017,5.01140478646317E+017,not but female just arent funny,sexism,1.0,female agent funny
9010,5.75733227853324E+017,5.75733227853324E+017,not sure where it but its not going anywhere good,none,0.0,sure go anywhere good
9011,5.7402693439855E+017,5.7402693439855E+017,which amidst former bastion of ca conservatism orange county is a leftist pro,none,0.0,amidst former action ca conserve rang count dentist pro
9012,5.72604838107722E+017,5.72604838107722E+017,the best response to those who accuse or of to,none,0.0,best response accuse
9013,4.51830958996464E+017,4.51830958996464E+017,are you for real a5madal i am not but i dont think men and are equal,sexism,1.0,real amid dont think men equal
9014,3.87967497569186E+017,3.87967497569186E+017,call me but should not be football just when i thought be any,sexism,1.0,call football thought
9015,5.75112048507408E+017,5.75112048507408E+017,convert to for terror plot on to shoot president of congress,none,0.0,convert terror plot shoot preside congress
9016,5.75463154366349E+017,5.75463154366349E+017,proving that is quite happy to invent to drive his racism,none,0.0,prove quit happy invent drive racism
9017,5.72338997076222E+017,5.72338997076222E+017,this season if you can cook with frozen food spice from a jar tin capsicum you will do to fresh,none,0.0,season cook frozen food spice jar tin capsicum fresh
9018,5.63319021760569E+017,5.63319021760569E+017,indeed some people are perhaps a bit more protective in that than i would like,none,0.0,index people perhaps bit protect would like
9019,5.6967197215139E+017,5.6967197215139E+017,davidjo52951945 rougek68 russia all media by criminal,none,0.0,davidjo52951945 rougek68 russia media origin
9020,5.75611008800063E+017,5.75611008800063E+017,kat,none,0.0,at
9021,5.74317220550996E+017,5.74317220550996E+017,is more like a than a,none,0.0,like
9022,5.75948102382703E+017,5.75948102382703E+017,,none,0.0,
9023,5.72337021588414E+017,5.72337021588414E+017,we want everyone to know we are not just pretty said they were pretty though,sexism,1.0,want everyone know pretty said pretty though
9024,5.75954416638939E+017,5.75954416638939E+017,vote for us for making u line up for 45mins,none,0.0,vote us make u line min
9025,5.65228722622857E+017,5.65228722622857E+017,born a redhead didnt turn blonde until i was,none,0.0,born reread didn turn blood
9026,5.7233571048251E+017,5.7233571048251E+017,this is a joke right,none,0.0,joke right
9027,5.69617645269488E+017,5.69617645269488E+017,i think its because too tired to have,none,0.0,think tire
9028,4.29759673491653E+017,4.29759673491653E+017,belive i let know they dont run round here not but i do belive in showing respect where its due,sexism,1.0,believe let know dont run round believe show respect due
9029,5.2799964933734E+017,5.2799964933734E+017,i am so sorry i have been there still trying to find good luck,none,0.0,sorry still try find good luck
9030,5.72971703027937E+017,5.72971703027937E+017,for real though had a migraine for days and its finally gone and now like red meat come at me i will eat you,none,0.0,real though grain day final gone like red meat come eat
9031,5.72328953093992E+017,5.72328953093992E+017,its not,none,0.0,
9032,4.33103082126197E+017,4.33103082126197E+017,people are too damn sensitive,sexism,1.0,people damn sent
9033,5.72330217584267E+017,5.72330217584267E+017,find out more about these no thanks rather have my other nut removed,none,0.0,find thank rather nut remove
9034,4.17449824674259E+017,4.17449824674259E+017,hadyn1878 hate who think theyre really hot because they get with a different person every week when really its because,sexism,1.0,hadyn1878 hate think they really hot get differ person every week really
9035,5.66718514099003E+017,5.66718514099003E+017,abunaseeha3 they didnt any they just accused some poor and executed them,none,0.0,abunaseeha3 didn accuse poor execute
9036,5.60558125452104E+017,5.60558125452104E+017,i support accuracy in comedy when possible same with grammar and proper spelling but as always,none,0.0,support accuracy comedy possible grammar proper spell away
9037,5.7233585403256E+017,5.7233585403256E+017,i dont care who it is just as long as its not the,none,0.0,dont care long
9038,5.75597015612023E+017,5.75597015612023E+017,just so the why would the other not up the score to drop kick captain salty and her first mate beta,none,0.0,would score drop kick captain salt first mate beta
9039,5.59473952574411E+017,5.59473952574411E+017,its being that been by the in if true only one thing to say thank you,none,0.0,true one thing say thank
9040,5.76627064851157E+017,5.76627064851157E+017,the prophet fired the starting gun for the extermination of and from peninsula,racism,1.0,prophet fire start gun extermin peninsula
9041,5.70000162535289E+017,5.70000162535289E+017,it was difficult for me as well until i that one could be a victim and still fight back,none,0.0,difficult well one could victim still fight back
9042,5.75611683839722E+017,5.75611683839722E+017,kat and are filthy,none,0.0,at filthy
9043,5.61292017544602E+017,5.61292017544602E+017,haideralijutt6 on top of that why are the supposed devil living peacefully while the act like the devil,none,0.0,haideralijutt6 top suppose devil live peace act like devil
9044,5.72338617772741E+017,5.72338617772741E+017,those make me crazy they are so annoying,sexism,1.0,make crazy annoy
9045,4.30474347434619E+017,4.30474347434619E+017,and not but a lot of lack true logic sometimes a lot of are just dumb though,sexism,1.0,lot lack true logic sometime lot dumb though
9046,5.67058546127172E+017,5.67058546127172E+017,understand your point like i of a plan to retake today,none,0.0,understand point like plan read today
9047,5.68565143174386E+017,5.68565143174386E+017,,none,0.0,
9048,5.72329507283083E+017,5.72329507283083E+017,dad just thought that will were step father and son,none,0.0,dad thought step father son
9049,5.75597208856232E+017,5.75597208856232E+017,,none,0.0,
9050,5.60289292795118E+017,5.60289292795118E+017,load of those people used to think of weight in so very small weight and taking it down is hyperbole,none,0.0,load people use think weight small weight take hyperbol
9051,5.64911700550246E+017,5.64911700550246E+017,george3612 proudpatriot101 say does not belong in their nation poll,racism,1.0,george3612 proudpatriot101 say belong nation poll
9052,5.63249591726768E+017,5.63249591726768E+017,that was actually super helpful saving for later so i can review and think about it,none,0.0,actual super help save later review think
9053,5.7328274780593E+017,5.7328274780593E+017,harper its also a license i know well i agree with the philosophy behind it,none,0.0,harper also license know well are philosophy behind
9054,5.71877342215184E+017,5.71877342215184E+017,i think it was meat,none,0.0,think meat
9055,3.90256164203532E+017,3.90256164203532E+017,crying over how poorly she raised you mafghan94 my mother in need of a sandwich,sexism,1.0,cry poorly rays mafghan94 mother need sandwich
9056,5.7296785748034E+017,5.7296785748034E+017,five drinking,none,0.0,five drink
9057,4.70393182505546E+017,4.70393182505546E+017,because if had just one woman who had him for a date it would not be national news,none,0.0,one woman date would nation news
9058,5.75605546310496E+017,5.75605546310496E+017,so useless didnt even finish that episode of might have to leave catching up for the weekend,none,0.0,useless didn even finish episode might leave catch weekend
9059,5.72335032733311E+017,5.72335032733311E+017,queenmaybeline1 how do you give a for a lemon tart,none,0.0,queenmaybeline1 give lemon part
9060,5.65150073261408E+017,5.65150073261408E+017,mt89 madmax9990 this tweet more love its a good point,sexism,1.0,mt madmax9990 sweet love good point
9061,5.7559709263623E+017,5.7559709263623E+017,kat me as a very repulsive individual,sexism,1.0,at result individu
9062,5.74973865434046E+017,5.74973865434046E+017,you had your chance at an honest discussion now you are blocked,none,0.0,chance honest discuss block
9063,4.39147023959605E+017,4.39147023959605E+017,there is no gender binary,none,0.0,gender binary
9064,5.67821742703399E+017,5.67821742703399E+017,that were,none,0.0,
9065,5.71156409087177E+017,5.71156409087177E+017,oh no,none,0.0,oh
9066,5.6344664141636E+017,5.6344664141636E+017,really though show me someone that a string instrument and a happy woman if you know what i mean,none,0.0,really though show someone string instrument happy woman know mean
9067,5.75596580981486E+017,5.75596580981486E+017,gemma92rogers kat you did fight hard but thats not the way to win its pathetic,sexism,1.0,gemma92rog at fight hard that way win father
9068,5.72357856613151E+017,5.72357856613151E+017,youve got big hearts colin i believe what meant to say was that they have enlarged hearts,none,0.0,you got big heart coin believe meant say enlarge heart
9069,5.72315365662826E+017,5.72315365662826E+017,i wouldnt want to my lemon tart,none,0.0,wouldn want lemon part
9070,5.7057680361984E+017,5.7057680361984E+017,mt89 they are technically blaming that man for his own assault,sexism,1.0,mt tetanic blame man assault
9071,5.59753771236872E+017,5.59753771236872E+017,intend turn war of into ethnic war of pan in as evidence show they are pan ara,racism,1.0,intend turn war ethnic war pan evil show pan are
9072,5.7595237455813E+017,5.7595237455813E+017,kat is busy warming up her crack pipe over the stand clear,sexism,1.0,at busy warm crack pipe stand clear
9073,5.72330330654286E+017,5.72330330654286E+017,and smug vacuous condescending putrid self congratulatory and bland there,none,0.0,snug vacuous condescend putrid self congratulatori bland
9074,5.75958940292252E+017,5.75958940292252E+017,boom camilla and ash well done you did amazing,none,0.0,boom axilla ash well done may
9075,5.70295491663151E+017,5.70295491663151E+017,dianh4 a their are far from finishing growth b their are far from finishing growth,racism,1.0,diana far finish growth b far finish growth
9076,5.51935446427505E+017,5.51935446427505E+017,juliet777777 huge drop crime as large number,racism,1.0,juliet777777 huge drop crime large number
9077,5.72335163469791E+017,5.72335163469791E+017,the hunger,none,0.0,hunger
9078,5.75154576501821E+017,5.75154576501821E+017,female slavery in,none,0.0,female slavery
9079,5.67077555551736E+017,5.67077555551736E+017,with so many factual piece about harassment by its a disservice to everyone,none,0.0,man actual piece grass disservic everyone
9080,5.64471121337004E+017,5.64471121337004E+017,the lie of golden age,none,0.0,lie golden age
9081,5.72888568768512E+017,5.72888568768512E+017,the effects of the make it even worse relatively minor get scrutiny normally reserved,none,0.0,effect make even words red minor get scrutiny normal reserve
9082,5.74974278241669E+017,5.74974278241669E+017,melbiebs69 do we agree that to stay at home and not display,none,0.0,melbiebs69 are stay home display
9083,5.60613392927302E+017,5.60613392927302E+017,johnkobani99 the surroundings how fast are at incompetence,none,0.0,johnkobani99 surround fast income
9084,5.5186649722035E+017,5.5186649722035E+017,show me proof that the included food or medicine and stop babbling about,none,0.0,show proof include food medicine stop babel
9085,5.64226053099373E+017,5.64226053099373E+017,do you think that this guy lost his job hell no,none,0.0,think guy lost job hell
9086,5.74954138527646E+017,5.74954138527646E+017,more like,none,0.0,like
9087,5.70367002704892E+017,5.70367002704892E+017,levantin47415 the were out in the open with no shelter for month because of so who,racism,1.0,levantin47415 open shelter month
9088,5.64623566747226E+017,5.64623566747226E+017,did you know rape is bad,sexism,1.0,know rape bad
9089,5.40262568498299E+017,5.40262568498299E+017,tadams1604 then do the,sexism,1.0,tadams1604
9090,5.40536384558477E+017,5.40536384558477E+017,if ever you to explain to someone why we absolutely need and why they are the best,none,0.0,ever explain someone absolute need best
9091,5.76414857571926E+017,5.76414857571926E+017,an gave it to me,none,0.0,gave
9092,5.61580524347855E+017,5.61580524347855E+017,mt89 now it sense feminism is all about being full of got it,sexism,1.0,mt sens remain full got
9093,5.09426014628618E+017,5.09426014628618E+017,by the society at large thats the question,none,0.0,society large that question
9094,5.63779489847456E+017,5.63779489847456E+017,i dont know what an atmospheric river is but it does feel like driving in one,none,0.0,dont know atmosphere river feel like drive one
9095,5.75973320861995E+017,5.75973320861995E+017,oh kat when will you learn that you shouldnt go mouthing off and acting smug like you do biggest this year,none,0.0,oh at learn shouldn go mouth act snug like biggest year
9096,4.50425812169155E+017,4.50425812169155E+017,1terror409 sports staring at a blank screen not but cant seem to get any enjoyment out of it,sexism,1.0,1terror409 sport stare blank screen can seem get enjoy
9097,5.52884965000503E+017,5.52884965000503E+017,that was your last chance now you are blocked,none,0.0,last chance block
9098,5.72335274866295E+017,5.72335274866295E+017,kind of crazy weirdness,sexism,1.0,kind crazy weird
9099,5.58356747614556E+017,5.58356747614556E+017,what data i didnt see a single item of data only one,none,0.0,data didn see single item data one
9100,5.6632113852006E+017,5.6632113852006E+017,stopwadhwa2015 wrote an article about,none,0.0,stopwadhwa2015 wrote article
9101,5.62307843869921E+017,5.62307843869921E+017,is it,none,0.0,
9102,5.65983822899343E+017,5.65983822899343E+017,doesnt really surprise me yet another thing i wont be driving more industry away good job,none,0.0,doesn really surprise yet not thing wont drive industry away good job
9103,3.91983179038331E+017,3.91983179038331E+017,ryxter5 not but the woman who hate men at their are the who wear tops sizes small actually me,sexism,1.0,ryxter5 woman hate men wear top size small actual
9104,5.75991959191314E+017,5.75991959191314E+017,kat and dish again,none,0.0,at dish
9105,5.75600249529504E+017,5.75600249529504E+017,that pork good,none,0.0,pork good
9106,5.64077514147254E+017,5.64077514147254E+017,true,sexism,1.0,true
9107,5.71172240546361E+017,5.71172240546361E+017,all of that work better crap was obviously made up by those people fake science,none,0.0,work better cap obvious made people face science
9108,5.66675501624734E+017,5.66675501624734E+017,flog boy times for calling them via,none,0.0,flog boy time call via
9109,5.72332535985775E+017,5.72332535985775E+017,were not just the dumb with the pretty certainly not the second part anyway,sexism,1.0,dumb pretty certainly second part anyway
9110,5.76113256521028E+017,5.76113256521028E+017,racist have shot two police and a year old in,racism,1.0,racism shot two policy year old
9111,5.72333225919455E+017,5.72333225919455E+017,pretty adjective attractive in a delicate way without being truly pretty little girl with an engaging grin um no,none,0.0,pretty abject attract relic way without truly pretty little girl engage grin up
9112,5.7359860360996E+017,5.7359860360996E+017,man still people must really love canada,none,0.0,man still people must really love canada
9113,5.75597473663611E+017,5.75597473663611E+017,and were way worse that di was an insult to everything,sexism,1.0,way words di insult every
9114,5.72328640416911E+017,5.72328640416911E+017,at least we know theyre natural,sexism,1.0,least know they nature
9115,5.51984700764332E+017,5.51984700764332E+017,who are taken from their forcibly converted to,racism,1.0,taken forcibly convert
9116,5.64038185781436E+017,5.64038185781436E+017,an unthinking pussy yawn,sexism,1.0,think aussi yawn
9117,5.68971733606261E+017,5.68971733606261E+017,mt89 the democratic republic of must be a wonderful place right look up the,sexism,1.0,mt democrat republic must wonder place right look
9118,5.7559795561429E+017,5.7559795561429E+017,logie for most disgusting person on kat so much joy in winning by unfairly,none,0.0,log disgust person at much joy win unfairly
9119,5.75608014612271E+017,5.75608014612271E+017,i think is on sleeping medication or something,none,0.0,think sleep media cometh
9120,5.75955147093746E+017,5.75955147093746E+017,not all are obese,none,0.0,ones
9121,5.64706039027626E+017,5.64706039027626E+017,no i dont have anything to do with that,none,0.0,dont any
9122,5.68272546845438E+017,5.68272546845438E+017,for example the literary style of the is always very literal little use of,racism,1.0,example literary style away later little use
9123,5.63895429054468E+017,5.63895429054468E+017,used to a status and pasting a lot p love all of the i get though for the idea,none,0.0,use state past lot p love get though idea
9124,5.75652229983703E+017,5.75652229983703E+017,seeing face when the group were,none,0.0,see face group
9125,5.62824451101032E+017,5.62824451101032E+017,hey said many times that i hate chocolate and bread do better i like skittles tho,none,0.0,hey said man time hate school bread better like skill the
9126,5.76042045078307E+017,5.76042045078307E+017,let me tell you how horrifically i am that this been i hate tech,none,0.0,let tell horrid hate teach
9127,5.7206449453432E+017,5.7206449453432E+017,mirebotan84 i support that i dont like people like rami who complain about the he when done to,none,0.0,mirebotan84 support dont like people like ram complain done
9128,5.75950841988919E+017,5.75950841988919E+017,why are the not wearing over their blue mkr2015,none,0.0,wear blue mkr2015
9129,5.71458995266851E+017,5.71458995266851E+017,unfortunately a positive experience doesnt cancel out a negative and the cool girl game a good look for anyone,none,0.0,unfortun post expert doesn cancel new cool girl game good look anyone
9130,5.28744245478584E+017,5.28744245478584E+017,i wish i was a rattlesnake,none,0.0,wish rattlesnak
9131,5.52925351995666E+017,5.52925351995666E+017,so will the be heading to turkey where can protect them and send them safely to,none,0.0,head turkey protect send safe
9132,5.66619635538067E+017,5.66619635538067E+017,in fact in a part of the world where kept meticulous there is no evidence for until the 8th century,none,0.0,fact part world kept medical evil th century
9133,4.40553654081171E+017,4.40553654081171E+017,ellisholt1 not but the commentator on sky sports is shocking,sexism,1.0,ellisholt1 comment sky sport shock
9134,5.73278071106638E+017,5.73278071106638E+017,were and for were working directly with on developer to make this a reality,none,0.0,work directly develop make reality
9135,5.72340060890112E+017,5.72340060890112E+017,if the didnt give their critique first the other wouldnt know what to say theyre just the,none,0.0,didn give critique first wouldn know say they
9136,4.44195955877761E+017,4.44195955877761E+017,i think i prefer the male voice to the female voice he more normal,sexism,1.0,think prefer male voice female voice normal
9137,5.64681656984805E+017,5.64681656984805E+017,oh god i am so stubborn just the only thing it took to push me off the fence in the real debate was,none,0.0,oh god stubborn thing took push fence real debt
9138,5.72329248083472E+017,5.72329248083472E+017,the are the heat,none,0.0,heat
9139,5.5802430137985E+017,5.5802430137985E+017,load of drivel,none,0.0,load drive
9140,5.67350711344587E+017,5.67350711344587E+017,proudpatriot101 juliet777777 indeed,none,0.0,proudpatriot101 juliet777777 index
9141,5.75949526537802E+017,5.75949526537802E+017,we hope those are worth the wait,none,0.0,hope worth wait
9142,5.74794308261282E+017,5.74794308261282E+017,asem1994 no they had no in a court of law and had to hide the practice of their religion from and had to pay,none,0.0,asem1994 court law hide practice religion pay
9143,4.67063861678309E+017,4.67063861678309E+017,back at you douche grindmode407 not but if you a female you cant cook,sexism,1.0,back touch grindmode407 female can cook
9144,5.7142161511784E+017,5.7142161511784E+017,making a list it twice,none,0.0,make list twice
9145,5.63361640863658E+017,5.63361640863658E+017,owais00 always look to excuse the barbarity of by the subject,racism,1.0,owais00 away look excuse barbara subject
9146,5.72332793767674E+017,5.72332793767674E+017,the could get a job at making baby food mkr2015 no think of the the,none,0.0,could get job make baby food mkr2015 think
9147,5.51857903007572E+017,5.51857903007572E+017,from q on,none,0.0,q
9148,3.95011545718981E+017,3.95011545718981E+017,yeah why do we feed the hungry but not the full why do we give shelter to the homeless but not the so unequal,sexism,1.0,yeah feed hungry full give shelter homeless unique
9149,5.66219692822385E+017,5.66219692822385E+017,not doubting think feminist hypocrisy on ladies nights is a great example of their hypocrisy it out there,sexism,1.0,doubt think feminist hypocrisy laid night great example hypocrisy
9150,5.52504238522507E+017,5.52504238522507E+017,lewisburgkid13 cooking and cleaning the kitchen this is not me,sexism,1.0,lewisburgkid13 cook clean kitchen
9151,5.76465402491974E+017,5.76465402491974E+017,to reiterate is threatening and is totally with this because free speech,none,0.0,leiter threaten total free speech
9152,5.63409993399927E+017,5.63409993399927E+017,when i get home i have million to answer,none,0.0,get home million answer
9153,5.62768499022778E+017,5.62768499022778E+017,not for much longer,none,0.0,much longer
9154,5.6899553671331E+017,5.6899553671331E+017,in the security area of where they have told me my eyeglass screwdriver is to be tho no one will say,none,0.0,secure area told eyeglass screwdriv the one say
9155,5.71450044970201E+017,5.71450044970201E+017,require a code sent to a unique cell phone in order a thing off to open for him,none,0.0,require code sent unique cell phone order thing open
9156,5.76604240245699E+017,5.76604240245699E+017,was a head chopper who men in one day both and love people,racism,1.0,head copper men one day love people
9157,5.72354914510217E+017,5.72354914510217E+017,such a show how the hell did make it through,none,0.0,show hell make
9158,5.72335718942446E+017,5.72335718942446E+017,is going to be so good tomorrow cant wait,none,0.0,go good tomorrow can wait
9159,5.76020988833346E+017,5.76020988833346E+017,geofparry7 7newsperth done you a then,none,0.0,geofparry7 7newsperth done
9160,5.75947162376262E+017,5.75947162376262E+017,who on a before,none,0.0,
9161,5.76520643245531E+017,5.76520643245531E+017,peymaneh123 the only group that is somewhat reasonably are the,none,0.0,peymaneh123 group somewhat reason
9162,5.52602629730079E+017,5.52602629730079E+017,only because there were too many to exterminate before the,racism,1.0,man extermin
9163,5.6119234461227E+017,5.6119234461227E+017,thanks glad that all the genocidal were out,none,0.0,thank glad glenoid
9164,5.69962279686443E+017,5.69962279686443E+017,possibly being able to provide for people that want someone to help them navigate to,none,0.0,possible all proved people want someone help having
9165,5.75611630832112E+017,5.75611630832112E+017,so disappointed strategic scoring,none,0.0,disappoint strategy score
9166,5.6854712608861E+017,5.6854712608861E+017,kellyturner99 fei989 the stupidity of the is to try to force us to tolerate the intolerant,none,0.0,kellyturner99 fei989 stupid try for us tyler inter
9167,5.72343516271002E+017,5.72343516271002E+017,obviously natural,sexism,1.0,obvious nature
9168,5.70598027355918E+017,5.70598027355918E+017,druid2555 i determined you arent worth such an effort deal,sexism,1.0,druid2555 determine agent worth effort deal
9169,5.5185825193592E+017,5.5185825193592E+017,it is the same of all terrorist and there are over of them,none,0.0,terrorist
9170,5.58019349319914E+017,5.58019349319914E+017,living under ground like is very appropriate for the,none,0.0,live ground like appropri
9171,5.75605745359553E+017,5.75605745359553E+017,kat and are a disgrace they should be booted to score that low to save,none,0.0,at disgrace boot score low save
9172,5.75607766045213E+017,5.75607766045213E+017,i feel like a producer should step in and stop people doing this,none,0.0,feel like produce step stop people
9173,5.72340447797903E+017,5.72340447797903E+017,another bloody instant restaurant week seriously they just the shark riding two other powered by sh,none,0.0,not blood instant restful week serious sharp ride two power s
9174,5.75598283239789E+017,5.75598283239789E+017,pathetic channel,none,0.0,father channel
9175,5.54649367273943E+017,5.54649367273943E+017,a1withmines no but ion know how id react if my son came down the in throw a football at his head,sexism,1.0,a1withmin ion know id react son came throw football head
9176,5.75806421289194E+017,5.75806421289194E+017,assiye61 them who,none,0.0,assiye61
9177,5.72501913029255E+017,5.72501913029255E+017,so his opinion on being blocked on twitter is probably fairly predictable,none,0.0,opinion block twitter probably fairly predict
9178,5.75596570558751E+017,5.75596570558751E+017,strategic scoring is wrong secret ballot is the way to go reveal at the end,none,0.0,strategy score wrong secret ballot way go reveal end
9179,4.83400077692514E+017,4.83400077692514E+017,not but the female analyst doing it for me,sexism,1.0,female analyst
9180,5.66636627741536E+017,5.66636627741536E+017,not either stop making,none,0.0,either stop make
9181,5.73951479465144E+017,5.73951479465144E+017,there is no such thing as just as there is no such thing as,racism,1.0,thing thing
9182,5.75604441778233E+017,5.75604441778233E+017,whats with face like been varnished,none,0.0,what face like varnish
9183,5.59465570731823E+017,5.59465570731823E+017,and like is pow in,none,0.0,like now
9184,5.45047346266902E+017,5.45047346266902E+017,not but if a female bartender you agree to certain gender,sexism,1.0,female attend are certain gender
9185,5.76452653997142E+017,5.76452653997142E+017,these are the people that behead do honor killing and want to exterminate i could care what,none,0.0,people beheld honor kill want extermin could care
9186,5.7582473674102E+017,5.7582473674102E+017,its not its sex slavery is permitted in many here is the proof,racism,1.0,sex slavery permit man proof
9187,5.72334160762651E+017,5.72334160762651E+017,colin fully channeling tonight,none,0.0,coin full channel tonight
9188,5.72337351214559E+017,5.72337351214559E+017,oh kat and i forgot about those,none,0.0,oh at forgot
9189,5.75595590358192E+017,5.75595590358192E+017,it would be really funny if they out the as a surprise wouldnt it mkr2015,none,0.0,would really funny surprise wouldn mkr2015
9190,5.7595089871675E+017,5.7595089871675E+017,u would think after the last so many of they would learn to cook something easy but yummy,none,0.0,u would think last man would learn cook cometh east gumma
9191,5.68319995857342E+017,5.68319995857342E+017,seriously japan we need to talk,none,0.0,serious japan need talk
9192,5.69010167427129E+017,5.69010167427129E+017,people reply and get,none,0.0,people reply get
9193,5.73762651907449E+017,5.73762651907449E+017,yeah we should talk i was just about to send an over to them right before i was told it was retracted,none,0.0,yeah talk send right told retract
9194,5.7559689690905E+017,5.7559689690905E+017,fiddle dee dee,none,0.0,fiddle see see
9195,5.6534338014702E+017,5.6534338014702E+017,wouldnt that depend on,none,0.0,wouldn depend
9196,5.76571032993079E+017,5.76571032993079E+017,its a long winding story p,none,0.0,long wind story p
9197,5.76551691874521E+017,5.76551691874521E+017,it definitely female if thats what they are going for oh wait its,none,0.0,definite female that go oh wait
9198,4.32970475426546E+017,4.32970475426546E+017,fife will be a screening of half the sky in with un feminism uva,none,0.0,life screen half sky un remain va
9199,5.60803840812139E+017,5.60803840812139E+017,millions of whose opinion their millions of or your one opinion,none,0.0,million whose opinion million one opinion
9200,5.75596242526339E+017,5.75596242526339E+017,kat survive,none,0.0,at survive
9201,5.75957542137786E+017,5.75957542137786E+017,kat and are so so mean,none,0.0,at mean
9202,5.64227732750357E+017,5.64227732750357E+017,kufr666 no thats,none,0.0,kufr666 that
9203,5.72336262150898E+017,5.72336262150898E+017,oh just you wait nick just you wait the end of this episode will change how you view forever,none,0.0,oh wait nick wait end episode change view fore
9204,5.72337418147258E+017,5.72337418147258E+017,how can someone up for sake i can make that with my closed,none,0.0,someone sake make close
9205,5.35200037652144E+017,5.35200037652144E+017,fragile masculinity is my favorite thing its so innate and and yet one false move and it is gone,none,0.0,frail masculine favorite thing innate yet one fall move gone
9206,5.54672350361571E+017,5.54672350361571E+017,camillehughes16 edbarber101658 a piece at a time start by new and stoping immigration,racism,1.0,camillehughes16 edbarber101658 piece time start new stop immigr
9207,5.75597228405957E+017,5.75597228405957E+017,its either and or kat and to go so as we cannot lose or win,sexism,1.0,either at go cannot lose win
9208,5.75966701407244E+017,5.75966701407244E+017,fish for breakfast um no thanks maybe lunch but good on them getting crispy skin on a,none,0.0,fish breakfast up thank may lunch good get crisp skin
9209,5.70055288872522E+017,5.70055288872522E+017,oh you havent it it was amazing,none,0.0,oh haven may
9210,5.76464697316131E+017,5.76464697316131E+017,there is no circumstance in which threatening is considered there is no circumstance in which is,none,0.0,circuit threaten consider circuit
9211,5.61769269151937E+017,5.61769269151937E+017,sad when the most basic fairness to men is a revolutionary thing paternity fraud news in state,sexism,1.0,sad basic fair men revolutionary thing pattern fraud news state
9212,5.75952448558277E+017,5.75952448558277E+017,arent even a breakfast meal worst decision ever,none,0.0,agent even breakfast meal worst denis ever
9213,5.71778625218863E+017,5.71778625218863E+017,nebula1979 is used by all was a liar who often lied for,racism,1.0,nebula1979 use liar often lie
9214,5.70621064834724E+017,5.70621064834724E+017,as the announcement date closer are starting to pick up to a rather frantic pace,none,0.0,announce date closer start pick rather frantic pace
9215,5.67539699036586E+017,5.67539699036586E+017,after genocide and murdering countless scum bag deash try to use for propaganda,racism,1.0,glenoid murder countless sum bag death try use propaganda
9216,5.12244856681681E+017,5.12244856681681E+017,i dont need want to be at and when they wear revealing clothes thats why they th,sexism,1.0,dont need want wear reveal cloth that th
9217,5.74985134308356E+017,5.74985134308356E+017,so we understand that the striking a woman an option and that the woman must obey the man,racism,1.0,understand strike woman option woman must obey man
9218,5.75485109928776E+017,5.75485109928776E+017,harmlesstree2 hey try reading our oriental heritage by the historian will durant see chapter on invasion,none,0.0,harmlesstree2 hey try read orient heritage historian during see chapter ideas
9219,5.72334630835135E+017,5.72334630835135E+017,mkr2015,none,0.0,mkr2015
9220,5.5955745400279E+017,5.5955745400279E+017,so they are loosing more than per year the guess was an overestimate and included future draft from,none,0.0,look per year guess overestim include future draft
9221,5.75317753441075E+017,5.75317753441075E+017,the prophet for not being loyal to him and all the love so whats the problem,racism,1.0,prophet loyal love what problem
9222,5.63734375582278E+017,5.63734375582278E+017,jdefiant9 well id have no way of knowing general point,sexism,1.0,defiant well id way know genet point
9223,5.68599926843843E+017,5.68599926843843E+017,i dont blame these for themselves theyre just choosing the wrong grade a white guilt,sexism,1.0,dont blame they choose wrong grade white guilt
9224,5.60599228309721E+017,5.60599228309721E+017,and are showing of of still waiting for the big event you,none,0.0,show still wait big event
9225,5.63594625353806E+017,5.63594625353806E+017,in what way,sexism,1.0,way
9226,5.64623262232355E+017,5.64623262232355E+017,another one who only to hear herself talk,sexism,1.0,not one hear talk
9227,5.64178370070458E+017,5.64178370070458E+017,madasahatter17 any idiot lawyer could make the case that the should be on the basis of being hate speech,racism,1.0,madasahatter17 idiot lawyer could make case base hate speech
9228,4.40553140593496E+017,4.40553140593496E+017,not but ill never vote for a woman president because i dont think any woman is mentally stable enough maybe,sexism,1.0,ill never vote woman preside dont think woman mental stable enough may
9229,5.74309861451768E+017,5.74309861451768E+017,so it would after n or whatever,none,0.0,would n what
9230,5.75596917578592E+017,5.75596917578592E+017,off,none,0.0,
9231,5.60636159009636E+017,5.60636159009636E+017,and gruesome and from the countryside are no longer anyone,none,0.0,gruesome countryside longer anyone
9232,5.76181925741728E+017,5.76181925741728E+017,i just want to reach over and touch her hair so do we full video,none,0.0,want reach touch hair full video
9233,5.75605675117539E+017,5.75605675117539E+017,well said just cook good food and be back in ya box bitch kat,sexism,1.0,well said cook good food back a box bitch at
9234,5.6170183954072E+017,5.6170183954072E+017,the difference between and is no foundation in jihad in,racism,1.0,differ found had
9235,5.75951843269845E+017,5.75951843269845E+017,maple bacon and zucchini so yummy mkr2015,none,0.0,map bacon zucchini gumma mkr2015
9236,5.75394762208907E+017,5.75394762208907E+017,but the battle for a lot of about role,none,0.0,battle lot role
9237,4.39207628078453E+017,4.39207628078453E+017,oh man yes,none,0.0,oh man ye
9238,3.97575992685777E+017,3.97575992685777E+017,matt2therios off to who light their own weed i dont understand why most cant handle the simple mechanics of a,sexism,1.0,matt2therio light weed dont understand can hand simple mean
